danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.817,0.625,2,-6.103,1,0.217,0.0251,1.18e-06,0.223,0.379,101.028,audio_features,7ItXHU9yVm8AUkMyo4kffF,spotify:track:7ItXHU9yVm8AUkMyo4kffF,https://api.spotify.com/v1/tracks/7ItXHU9yVm8AUkMyo4kffF,https://api.spotify.com/v1/audio-analysis/7ItXHU9yVm8AUkMyo4kffF,237624,4
0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,audio_features,6EbVuwU7EnKeF2hdpViXCH,spotify:track:6EbVuwU7EnKeF2hdpViXCH,https://api.spotify.com/v1/tracks/6EbVuwU7EnKeF2hdpViXCH,https://api.spotify.com/v1/audio-analysis/6EbVuwU7EnKeF2hdpViXCH,148817,4
0.821,0.897,1,-3.624,1,0.129,0.091,3.44e-06,0.106,0.354,154.985,audio_features,62tDpymKVSXEu0W3d4AMr9,spotify:track:62tDpymKVSXEu0W3d4AMr9,https://api.spotify.com/v1/tracks/62tDpymKVSXEu0W3d4AMr9,https://api.spotify.com/v1/audio-analysis/62tDpymKVSXEu0W3d4AMr9,171827,4
0.732,0.672,10,-8.462,0,0.148,0.0642,0.0,0.121,0.16,137.03,audio_features,1wNdGz7BlB9kH5lDc1eLLb,spotify:track:1wNdGz7BlB9kH5lDc1eLLb,https://api.spotify.com/v1/tracks/1wNdGz7BlB9kH5lDc1eLLb,https://api.spotify.com/v1/audio-analysis/1wNdGz7BlB9kH5lDc1eLLb,140601,4
0.702,0.639,0,-7.301,0,0.333,0.00958,0.0,0.161,0.55,172.919,audio_features,7quesdAv9sxXO0oUOApmIo,spotify:track:7quesdAv9sxXO0oUOApmIo,https://api.spotify.com/v1/tracks/7quesdAv9sxXO0oUOApmIo,https://api.spotify.com/v1/audio-analysis/7quesdAv9sxXO0oUOApmIo,178948,4
0.957,0.528,7,-6.025,0,0.128,0.162,1.3e-06,0.615,0.687,130.001,audio_features,4GSyA0YDBON0qD8fvqmPan,spotify:track:4GSyA0YDBON0qD8fvqmPan,https://api.spotify.com/v1/tracks/4GSyA0YDBON0qD8fvqmPan,https://api.spotify.com/v1/audio-analysis/4GSyA0YDBON0qD8fvqmPan,147692,4
0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950,4
0.557,0.843,7,-4.519,1,0.0875,0.00132,0.0,0.109,0.811,129.511,audio_features,52JFc40b28XJDROR3c4uAr,spotify:track:52JFc40b28XJDROR3c4uAr,https://api.spotify.com/v1/tracks/52JFc40b28XJDROR3c4uAr,https://api.spotify.com/v1/audio-analysis/52JFc40b28XJDROR3c4uAr,232787,4
0.971,0.851,11,-5.586,0,0.269,0.0344,0.0,0.092,0.81,120.008,audio_features,4ue41gFbAjoU0P1EberJWm,spotify:track:4ue41gFbAjoU0P1EberJWm,https://api.spotify.com/v1/tracks/4ue41gFbAjoU0P1EberJWm,https://api.spotify.com/v1/audio-analysis/4ue41gFbAjoU0P1EberJWm,143325,4
0.645,0.671,10,-7.208,0,0.0459,0.0597,8e-06,0.11,0.365,82.546,audio_features,2meHtZ7N97pJfvTL4hYtfv,spotify:track:2meHtZ7N97pJfvTL4hYtfv,https://api.spotify.com/v1/tracks/2meHtZ7N97pJfvTL4hYtfv,https://api.spotify.com/v1/audio-analysis/2meHtZ7N97pJfvTL4hYtfv,169661,4
0.727,0.616,8,-8.487,1,0.338,0.542,4.47e-06,0.482,0.392,140.014,audio_features,7IBLt4Qarf4JDLxIQDv2O5,spotify:track:7IBLt4Qarf4JDLxIQDv2O5,https://api.spotify.com/v1/tracks/7IBLt4Qarf4JDLxIQDv2O5,https://api.spotify.com/v1/audio-analysis/7IBLt4Qarf4JDLxIQDv2O5,291612,4
0.787,0.522,8,-5.872,1,0.463,0.0668,0.0,0.108,0.666,170.439,audio_features,2PljnVsnl2PRwCvfhbdQup,spotify:track:2PljnVsnl2PRwCvfhbdQup,https://api.spotify.com/v1/tracks/2PljnVsnl2PRwCvfhbdQup,https://api.spotify.com/v1/audio-analysis/2PljnVsnl2PRwCvfhbdQup,163765,4
0.73,0.785,9,-7.986,0,0.243,0.105,0.0,0.0445,0.596,82.037,audio_features,7My9ca9QEIR8MvIOdIrTWA,spotify:track:7My9ca9QEIR8MvIOdIrTWA,https://api.spotify.com/v1/tracks/7My9ca9QEIR8MvIOdIrTWA,https://api.spotify.com/v1/audio-analysis/7My9ca9QEIR8MvIOdIrTWA,215120,4
0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,audio_features,3S68RFe1lsdCdTMPIMJM3X,spotify:track:3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/tracks/3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/audio-analysis/3S68RFe1lsdCdTMPIMJM3X,216136,4
0.714,0.631,0,-6.824,0,0.0389,0.245,0.0105,0.137,0.482,150.037,audio_features,4LXbuAx8ZmRNZVL264Dswp,spotify:track:4LXbuAx8ZmRNZVL264Dswp,https://api.spotify.com/v1/tracks/4LXbuAx8ZmRNZVL264Dswp,https://api.spotify.com/v1/audio-analysis/4LXbuAx8ZmRNZVL264Dswp,117096,4
0.639,0.518,7,-13.892,0,0.312,0.108,0.0,0.307,0.497,145.058,audio_features,1JIgFmCP5OCTEGV866WP3b,spotify:track:1JIgFmCP5OCTEGV866WP3b,https://api.spotify.com/v1/tracks/1JIgFmCP5OCTEGV866WP3b,https://api.spotify.com/v1/audio-analysis/1JIgFmCP5OCTEGV866WP3b,165517,4
0.656,0.597,7,-7.745,1,0.298,0.0861,0.0,0.122,0.277,91.956,audio_features,4MQnXVR8DJvsySuXYuzUtf,spotify:track:4MQnXVR8DJvsySuXYuzUtf,https://api.spotify.com/v1/tracks/4MQnXVR8DJvsySuXYuzUtf,https://api.spotify.com/v1/audio-analysis/4MQnXVR8DJvsySuXYuzUtf,180000,4
0.728,0.82,11,-6.198,0,0.031,0.00898,0.000216,0.176,0.652,124.001,audio_features,6Ql7rNuoP90aIdgwQkPYBP,spotify:track:6Ql7rNuoP90aIdgwQkPYBP,https://api.spotify.com/v1/tracks/6Ql7rNuoP90aIdgwQkPYBP,https://api.spotify.com/v1/audio-analysis/6Ql7rNuoP90aIdgwQkPYBP,164577,4
0.743,0.644,10,-10.437,0,0.0376,0.112,0.262,0.149,0.888,119.043,audio_features,32QjoM6mbNCEFxS8OYiPYB,spotify:track:32QjoM6mbNCEFxS8OYiPYB,https://api.spotify.com/v1/tracks/32QjoM6mbNCEFxS8OYiPYB,https://api.spotify.com/v1/audio-analysis/32QjoM6mbNCEFxS8OYiPYB,174725,4
0.801,0.718,2,-7.357,1,0.0421,0.0932,0.0331,0.186,0.758,122.994,audio_features,4udjo5nLK61pKajakfrndc,spotify:track:4udjo5nLK61pKajakfrndc,https://api.spotify.com/v1/tracks/4udjo5nLK61pKajakfrndc,https://api.spotify.com/v1/audio-analysis/4udjo5nLK61pKajakfrndc,181747,4
0.775,0.453,1,-8.345,1,0.08,0.706,9.29e-06,0.0938,0.625,125.009,audio_features,3S81BVFGfJZ0bpX3Fthr4P,spotify:track:3S81BVFGfJZ0bpX3Fthr4P,https://api.spotify.com/v1/tracks/3S81BVFGfJZ0bpX3Fthr4P,https://api.spotify.com/v1/audio-analysis/3S81BVFGfJZ0bpX3Fthr4P,161960,4
0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,audio_features,0oA9wBGDY4uyILLg4GymWP,spotify:track:0oA9wBGDY4uyILLg4GymWP,https://api.spotify.com/v1/tracks/0oA9wBGDY4uyILLg4GymWP,https://api.spotify.com/v1/audio-analysis/0oA9wBGDY4uyILLg4GymWP,269333,4
0.75,0.819,10,-6.6,0,0.151,0.0674,0.000979,0.308,0.614,116.054,audio_features,2Oc5ez4PVPnIWAmYr8i99V,spotify:track:2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/tracks/2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/audio-analysis/2Oc5ez4PVPnIWAmYr8i99V,259173,4
0.812,0.942,0,-3.991,1,0.057,0.15,0.0573,0.0676,0.864,126.004,audio_features,2aQW9lirSUq2DXAKooSFdr,spotify:track:2aQW9lirSUq2DXAKooSFdr,https://api.spotify.com/v1/tracks/2aQW9lirSUq2DXAKooSFdr,https://api.spotify.com/v1/audio-analysis/2aQW9lirSUq2DXAKooSFdr,158400,4
0.944,0.412,1,-11.332,0,0.0482,0.355,0.227,0.0933,0.954,131.021,audio_features,2D1o2C2nvGH7LonIVKPKCQ,spotify:track:2D1o2C2nvGH7LonIVKPKCQ,https://api.spotify.com/v1/tracks/2D1o2C2nvGH7LonIVKPKCQ,https://api.spotify.com/v1/audio-analysis/2D1o2C2nvGH7LonIVKPKCQ,172254,4
0.811,0.452,7,-8.676,1,0.115,0.162,0.00305,0.12,0.556,121.058,audio_features,0BWBqb5XxraObLopqskk6D,spotify:track:0BWBqb5XxraObLopqskk6D,https://api.spotify.com/v1/tracks/0BWBqb5XxraObLopqskk6D,https://api.spotify.com/v1/audio-analysis/0BWBqb5XxraObLopqskk6D,199006,4
0.627,0.806,1,-6.153,0,0.0379,0.0586,0.0504,0.556,0.413,114.022,audio_features,18yegkWg1YLPFCgif8XfaE,spotify:track:18yegkWg1YLPFCgif8XfaE,https://api.spotify.com/v1/tracks/18yegkWg1YLPFCgif8XfaE,https://api.spotify.com/v1/audio-analysis/18yegkWg1YLPFCgif8XfaE,188694,4
0.664,0.477,0,-10.53,1,0.0551,0.394,4.15e-05,0.136,0.273,100.046,audio_features,1ZP4Qxb7USL3EezbxfpOVF,spotify:track:1ZP4Qxb7USL3EezbxfpOVF,https://api.spotify.com/v1/tracks/1ZP4Qxb7USL3EezbxfpOVF,https://api.spotify.com/v1/audio-analysis/1ZP4Qxb7USL3EezbxfpOVF,223000,4
0.677,0.872,11,-4.735,1,0.0476,0.00691,1.16e-06,0.0877,0.612,151.983,audio_features,3Du3efHO9I7VFZHiJ9nPPM,spotify:track:3Du3efHO9I7VFZHiJ9nPPM,https://api.spotify.com/v1/tracks/3Du3efHO9I7VFZHiJ9nPPM,https://api.spotify.com/v1/audio-analysis/3Du3efHO9I7VFZHiJ9nPPM,162756,4
0.688,0.615,2,-7.405,0,0.0391,0.00895,0.169,0.117,0.767,143.991,audio_features,0NfRaEBCHoEmwNDrpmtGoP,spotify:track:0NfRaEBCHoEmwNDrpmtGoP,https://api.spotify.com/v1/tracks/0NfRaEBCHoEmwNDrpmtGoP,https://api.spotify.com/v1/audio-analysis/0NfRaEBCHoEmwNDrpmtGoP,205417,4
0.732,0.731,10,-7.939,1,0.0346,0.27,3.27e-05,0.104,0.698,105.012,audio_features,2VG8dvyYnyj4WtzNIj2fOC,spotify:track:2VG8dvyYnyj4WtzNIj2fOC,https://api.spotify.com/v1/tracks/2VG8dvyYnyj4WtzNIj2fOC,https://api.spotify.com/v1/audio-analysis/2VG8dvyYnyj4WtzNIj2fOC,166526,4
0.695,0.876,5,-5.994,0,0.042,0.0366,0.0896,0.954,0.863,130.037,audio_features,5Ev60QcFefqlvVfF7ZWOdi,spotify:track:5Ev60QcFefqlvVfF7ZWOdi,https://api.spotify.com/v1/tracks/5Ev60QcFefqlvVfF7ZWOdi,https://api.spotify.com/v1/audio-analysis/5Ev60QcFefqlvVfF7ZWOdi,182040,4
0.74,0.503,1,-11.347,1,0.0522,0.0898,0.0665,0.118,0.548,118.026,audio_features,2zR85boqjMOKPygjdDbGbC,spotify:track:2zR85boqjMOKPygjdDbGbC,https://api.spotify.com/v1/tracks/2zR85boqjMOKPygjdDbGbC,https://api.spotify.com/v1/audio-analysis/2zR85boqjMOKPygjdDbGbC,250521,4
0.776,0.46,7,-7.235,1,0.0387,0.659,3.78e-06,0.178,0.644,90.005,audio_features,1U2Oezr82LbYOcXanHxyty,spotify:track:1U2Oezr82LbYOcXanHxyty,https://api.spotify.com/v1/tracks/1U2Oezr82LbYOcXanHxyty,https://api.spotify.com/v1/audio-analysis/1U2Oezr82LbYOcXanHxyty,193013,4
0.756,0.498,6,-8.808,0,0.0866,0.524,0.0342,0.101,0.526,96.104,audio_features,32q9OuCp7wFdLZKuCXm0wl,spotify:track:32q9OuCp7wFdLZKuCXm0wl,https://api.spotify.com/v1/tracks/32q9OuCp7wFdLZKuCXm0wl,https://api.spotify.com/v1/audio-analysis/32q9OuCp7wFdLZKuCXm0wl,147653,4
0.5,0.844,2,-5.416,1,0.0442,0.00672,1.52e-05,0.0654,0.598,191.037,audio_features,2hTeAOEUwcFJATk3c8mUGN,spotify:track:2hTeAOEUwcFJATk3c8mUGN,https://api.spotify.com/v1/tracks/2hTeAOEUwcFJATk3c8mUGN,https://api.spotify.com/v1/audio-analysis/2hTeAOEUwcFJATk3c8mUGN,185829,4
0.938,0.485,8,-10.347,1,0.0723,0.493,0.0193,0.16,0.567,120.017,audio_features,4fBdT1O7ZjTdLmMwAB4rgg,spotify:track:4fBdT1O7ZjTdLmMwAB4rgg,https://api.spotify.com/v1/tracks/4fBdT1O7ZjTdLmMwAB4rgg,https://api.spotify.com/v1/audio-analysis/4fBdT1O7ZjTdLmMwAB4rgg,159455,4
0.875,0.551,8,-10.377,0,0.0416,0.0171,0.176,0.16,0.82,123.007,audio_features,5JAbCjlhaks42cZsR7iYlL,spotify:track:5JAbCjlhaks42cZsR7iYlL,https://api.spotify.com/v1/tracks/5JAbCjlhaks42cZsR7iYlL,https://api.spotify.com/v1/audio-analysis/5JAbCjlhaks42cZsR7iYlL,204878,4
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,6CDzDgIUqeDY5g8ujExx2f,spotify:track:6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/tracks/6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/audio-analysis/6CDzDgIUqeDY5g8ujExx2f,238805,4
0.72,0.753,9,-5.827,0,0.101,0.118,0.54,0.232,0.489,178.162,audio_features,4F1X6kheQGisKEWtRcJg5S,spotify:track:4F1X6kheQGisKEWtRcJg5S,https://api.spotify.com/v1/tracks/4F1X6kheQGisKEWtRcJg5S,https://api.spotify.com/v1/audio-analysis/4F1X6kheQGisKEWtRcJg5S,129600,4
0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,audio_features,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/tracks/6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/audio-analysis/6FfLg6FFqhCsrFOaHIGkg0,135581,4
0.895,0.49,11,-8.458,1,0.0451,0.383,5.69e-06,0.0661,0.781,115.07,audio_features,5oXj6bEvSt0piiMFZc8gpE,spotify:track:5oXj6bEvSt0piiMFZc8gpE,https://api.spotify.com/v1/tracks/5oXj6bEvSt0piiMFZc8gpE,https://api.spotify.com/v1/audio-analysis/5oXj6bEvSt0piiMFZc8gpE,182936,4
0.852,0.729,0,-9.469,1,0.0408,0.0842,0.0128,0.126,0.945,112.004,audio_features,0RTZwCQDzddwKVtkMivedL,spotify:track:0RTZwCQDzddwKVtkMivedL,https://api.spotify.com/v1/tracks/0RTZwCQDzddwKVtkMivedL,https://api.spotify.com/v1/audio-analysis/0RTZwCQDzddwKVtkMivedL,213693,4
0.758,0.564,4,-9.599,0,0.0443,0.315,0.415,0.148,0.713,88.981,audio_features,7g4VjrEorKX7jsxwdPBsay,spotify:track:7g4VjrEorKX7jsxwdPBsay,https://api.spotify.com/v1/tracks/7g4VjrEorKX7jsxwdPBsay,https://api.spotify.com/v1/audio-analysis/7g4VjrEorKX7jsxwdPBsay,187191,4
0.684,0.813,0,-4.562,1,0.0442,0.00836,0.0392,0.0634,0.79,123.038,audio_features,6FtfZdMiuUX3CdGMhAZmlJ,spotify:track:6FtfZdMiuUX3CdGMhAZmlJ,https://api.spotify.com/v1/tracks/6FtfZdMiuUX3CdGMhAZmlJ,https://api.spotify.com/v1/audio-analysis/6FtfZdMiuUX3CdGMhAZmlJ,266614,4
0.646,0.525,5,-9.488,1,0.0893,0.629,0.0227,0.106,0.385,74.481,audio_features,370KB2rLOj7e9eLPYYpdoG,spotify:track:370KB2rLOj7e9eLPYYpdoG,https://api.spotify.com/v1/tracks/370KB2rLOj7e9eLPYYpdoG,https://api.spotify.com/v1/audio-analysis/370KB2rLOj7e9eLPYYpdoG,336507,4
0.657,0.879,0,-4.91,0,0.0741,0.0688,0.776,0.0799,0.901,106.016,audio_features,6VS4OTcpylKl984tzFYC11,spotify:track:6VS4OTcpylKl984tzFYC11,https://api.spotify.com/v1/tracks/6VS4OTcpylKl984tzFYC11,https://api.spotify.com/v1/audio-analysis/6VS4OTcpylKl984tzFYC11,220726,4
0.724,0.603,10,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,audio_features,6mfQHV1tPWUpme1qi9vYpI,spotify:track:6mfQHV1tPWUpme1qi9vYpI,https://api.spotify.com/v1/tracks/6mfQHV1tPWUpme1qi9vYpI,https://api.spotify.com/v1/audio-analysis/6mfQHV1tPWUpme1qi9vYpI,240880,4
0.728,0.753,1,-5.09,0,0.0386,0.0168,0.0,0.125,0.829,101.053,audio_features,4RHnFylLAjQXPHIuZZE1bx,spotify:track:4RHnFylLAjQXPHIuZZE1bx,https://api.spotify.com/v1/tracks/4RHnFylLAjQXPHIuZZE1bx,https://api.spotify.com/v1/audio-analysis/4RHnFylLAjQXPHIuZZE1bx,184707,4
0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,audio_features,1sx0XsWUusUoPstbvokZjP,spotify:track:1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP,173640,4
0.808,0.511,2,-10.028,0,0.0341,0.218,0.00344,0.505,0.56,114.953,audio_features,4M3MUIXtQLN2qRPcwcpHzW,spotify:track:4M3MUIXtQLN2qRPcwcpHzW,https://api.spotify.com/v1/tracks/4M3MUIXtQLN2qRPcwcpHzW,https://api.spotify.com/v1/audio-analysis/4M3MUIXtQLN2qRPcwcpHzW,175375,4
0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,audio_features,0brBOx8ejPXvBYnQkWquYK,spotify:track:0brBOx8ejPXvBYnQkWquYK,https://api.spotify.com/v1/tracks/0brBOx8ejPXvBYnQkWquYK,https://api.spotify.com/v1/audio-analysis/0brBOx8ejPXvBYnQkWquYK,194693,4
0.82,0.767,0,-10.248,0,0.0782,0.27,0.306,0.072,0.742,109.982,audio_features,0RQxUDg6l0yLtdjGsByaRX,spotify:track:0RQxUDg6l0yLtdjGsByaRX,https://api.spotify.com/v1/tracks/0RQxUDg6l0yLtdjGsByaRX,https://api.spotify.com/v1/audio-analysis/0RQxUDg6l0yLtdjGsByaRX,198576,4
0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,audio_features,2xXPVOKw75Ouju8Qu4SdIA,spotify:track:2xXPVOKw75Ouju8Qu4SdIA,https://api.spotify.com/v1/tracks/2xXPVOKw75Ouju8Qu4SdIA,https://api.spotify.com/v1/audio-analysis/2xXPVOKw75Ouju8Qu4SdIA,195191,4
0.79,0.744,9,-7.033,0,0.0294,0.287,0.000934,0.0909,0.798,123.984,audio_features,0eZmBWVC1HYayrP2fqQ7nu,spotify:track:0eZmBWVC1HYayrP2fqQ7nu,https://api.spotify.com/v1/tracks/0eZmBWVC1HYayrP2fqQ7nu,https://api.spotify.com/v1/audio-analysis/0eZmBWVC1HYayrP2fqQ7nu,174348,4
0.642,0.688,6,-9.484,0,0.0407,0.0388,0.0355,0.179,0.655,92.997,audio_features,0u1x6HLqZ45r7ekn7mOkTE,spotify:track:0u1x6HLqZ45r7ekn7mOkTE,https://api.spotify.com/v1/tracks/0u1x6HLqZ45r7ekn7mOkTE,https://api.spotify.com/v1/audio-analysis/0u1x6HLqZ45r7ekn7mOkTE,171773,4
0.75,0.86,10,-4.171,1,0.0297,0.0604,0.000155,0.0959,0.786,115.08,audio_features,0GBvhY2WT8UzyqhlqjGoFD,spotify:track:0GBvhY2WT8UzyqhlqjGoFD,https://api.spotify.com/v1/tracks/0GBvhY2WT8UzyqhlqjGoFD,https://api.spotify.com/v1/audio-analysis/0GBvhY2WT8UzyqhlqjGoFD,163328,4
0.683,0.818,2,-3.061,1,0.0332,0.019,2.42e-05,0.0807,0.965,140.019,audio_features,5RaThsdZpF9WWwoP00NjLI,spotify:track:5RaThsdZpF9WWwoP00NjLI,https://api.spotify.com/v1/tracks/5RaThsdZpF9WWwoP00NjLI,https://api.spotify.com/v1/audio-analysis/5RaThsdZpF9WWwoP00NjLI,183440,4
0.888,0.54,1,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,audio_features,3i10mtYVZPyoxorz6C19xE,spotify:track:3i10mtYVZPyoxorz6C19xE,https://api.spotify.com/v1/tracks/3i10mtYVZPyoxorz6C19xE,https://api.spotify.com/v1/audio-analysis/3i10mtYVZPyoxorz6C19xE,193165,4
0.648,0.783,9,-5.229,0,0.0344,0.0132,0.0183,0.0896,0.799,124.109,audio_features,4Y9zlfVFRh6EUTfcRq7BRX,spotify:track:4Y9zlfVFRh6EUTfcRq7BRX,https://api.spotify.com/v1/tracks/4Y9zlfVFRh6EUTfcRq7BRX,https://api.spotify.com/v1/audio-analysis/4Y9zlfVFRh6EUTfcRq7BRX,201994,4
0.764,0.772,2,-6.728,1,0.0413,0.176,0.403,0.105,0.748,117.995,audio_features,4eaXS4949afO8LgaF4rzZO,spotify:track:4eaXS4949afO8LgaF4rzZO,https://api.spotify.com/v1/tracks/4eaXS4949afO8LgaF4rzZO,https://api.spotify.com/v1/audio-analysis/4eaXS4949afO8LgaF4rzZO,181777,4
0.834,0.729,0,-7.516,1,0.072,0.701,0.0574,0.16,0.571,99.995,audio_features,0WeLpRHrzZcmpMrppqPnnp,spotify:track:0WeLpRHrzZcmpMrppqPnnp,https://api.spotify.com/v1/tracks/0WeLpRHrzZcmpMrppqPnnp,https://api.spotify.com/v1/audio-analysis/0WeLpRHrzZcmpMrppqPnnp,215308,4
0.699,0.573,5,-9.042,1,0.0431,0.543,0.145,0.196,0.565,81.024,audio_features,2ZrCz6tDHMvzJSrJGVO3zT,spotify:track:2ZrCz6tDHMvzJSrJGVO3zT,https://api.spotify.com/v1/tracks/2ZrCz6tDHMvzJSrJGVO3zT,https://api.spotify.com/v1/audio-analysis/2ZrCz6tDHMvzJSrJGVO3zT,222936,4
0.705,0.782,1,-6.284,0,0.0377,0.672,0.00496,0.138,0.963,90.997,audio_features,5P1eorfAD2voGnX7ZbuvFz,spotify:track:5P1eorfAD2voGnX7ZbuvFz,https://api.spotify.com/v1/tracks/5P1eorfAD2voGnX7ZbuvFz,https://api.spotify.com/v1/audio-analysis/5P1eorfAD2voGnX7ZbuvFz,237533,4
0.755,0.771,7,-7.138,1,0.0415,0.0655,0.00236,0.0608,0.692,121.984,audio_features,0Xct3eGoj7gMnxTdnimiJN,spotify:track:0Xct3eGoj7gMnxTdnimiJN,https://api.spotify.com/v1/tracks/0Xct3eGoj7gMnxTdnimiJN,https://api.spotify.com/v1/audio-analysis/0Xct3eGoj7gMnxTdnimiJN,209960,4
0.583,0.408,0,-12.924,0,0.0263,0.927,0.938,0.1,0.358,95.001,audio_features,6HEJavNON4wd0cy1Hp6KV2,spotify:track:6HEJavNON4wd0cy1Hp6KV2,https://api.spotify.com/v1/tracks/6HEJavNON4wd0cy1Hp6KV2,https://api.spotify.com/v1/audio-analysis/6HEJavNON4wd0cy1Hp6KV2,181800,4
0.688,0.695,2,-10.024,1,0.0356,0.0866,0.17,0.131,0.409,112.032,audio_features,7ID7cRfuQ6JMD882sz4DCk,spotify:track:7ID7cRfuQ6JMD882sz4DCk,https://api.spotify.com/v1/tracks/7ID7cRfuQ6JMD882sz4DCk,https://api.spotify.com/v1/audio-analysis/7ID7cRfuQ6JMD882sz4DCk,212751,4
0.723,0.739,6,-5.554,1,0.0405,0.349,0.000129,0.0745,0.611,106.005,audio_features,0M11MdOLbUyEVJkK20JhBz,spotify:track:0M11MdOLbUyEVJkK20JhBz,https://api.spotify.com/v1/tracks/0M11MdOLbUyEVJkK20JhBz,https://api.spotify.com/v1/audio-analysis/0M11MdOLbUyEVJkK20JhBz,243533,4
0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,audio_features,09RYDCoPd0hiw5RS1gEK8i,spotify:track:09RYDCoPd0hiw5RS1gEK8i,https://api.spotify.com/v1/tracks/09RYDCoPd0hiw5RS1gEK8i,https://api.spotify.com/v1/audio-analysis/09RYDCoPd0hiw5RS1gEK8i,262798,4
0.596,0.803,5,-6.23,0,0.0285,0.000164,0.00492,0.269,0.524,150.014,audio_features,3qRW8jmfgjhqGQZePnNiD4,spotify:track:3qRW8jmfgjhqGQZePnNiD4,https://api.spotify.com/v1/tracks/3qRW8jmfgjhqGQZePnNiD4,https://api.spotify.com/v1/audio-analysis/3qRW8jmfgjhqGQZePnNiD4,197691,4
0.632,0.372,6,-12.723,1,0.0403,0.53,0.806,0.117,0.278,81.012,audio_features,1CM16VHSXw4CcvZUPsa8CU,spotify:track:1CM16VHSXw4CcvZUPsa8CU,https://api.spotify.com/v1/tracks/1CM16VHSXw4CcvZUPsa8CU,https://api.spotify.com/v1/audio-analysis/1CM16VHSXw4CcvZUPsa8CU,203500,4
0.693,0.802,9,-7.487,0,0.0372,0.0507,0.0,0.502,0.803,104.0,audio_features,1IY7ruYbjGomWbVkeOE5JP,spotify:track:1IY7ruYbjGomWbVkeOE5JP,https://api.spotify.com/v1/tracks/1IY7ruYbjGomWbVkeOE5JP,https://api.spotify.com/v1/audio-analysis/1IY7ruYbjGomWbVkeOE5JP,245677,4
0.731,0.654,0,-5.471,1,0.131,0.15,0.0,0.108,0.619,82.522,audio_features,7sDwxV8qrVNdxvljSkjp0n,spotify:track:7sDwxV8qrVNdxvljSkjp0n,https://api.spotify.com/v1/tracks/7sDwxV8qrVNdxvljSkjp0n,https://api.spotify.com/v1/audio-analysis/7sDwxV8qrVNdxvljSkjp0n,154452,4
0.417,0.938,4,-6.703,1,0.0526,0.00016,0.448,0.165,0.756,169.999,audio_features,7BKOfKtv10zEygWd1WABrh,spotify:track:7BKOfKtv10zEygWd1WABrh,https://api.spotify.com/v1/tracks/7BKOfKtv10zEygWd1WABrh,https://api.spotify.com/v1/audio-analysis/7BKOfKtv10zEygWd1WABrh,237925,4
0.636,0.788,5,-9.177,0,0.0432,0.0897,0.0,0.286,0.701,125.0,audio_features,4ofr8ORQ9w1QuxGLBwRiQk,spotify:track:4ofr8ORQ9w1QuxGLBwRiQk,https://api.spotify.com/v1/tracks/4ofr8ORQ9w1QuxGLBwRiQk,https://api.spotify.com/v1/audio-analysis/4ofr8ORQ9w1QuxGLBwRiQk,162608,4
