danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1.218106535698874,-1.5288115534778814,0.17741768855453166,-1.3799320289979298,0.8863472856569071,1.8314244937313828,0.09936690125197876,1.0138617702482404,-0.47341255473608085,0.1329922551474417,0.620238787199277,-1.2390743652382024,0.18353615925516895
