danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Clusters
0.802,0.616,8,-6.373,0,0.171,0.444,0.0,0.0981,0.64,151.048,207093,4,7
0.827,0.634,8,-8.249,1,0.0778,0.375,3.38e-06,0.111,0.624,133.064,189474,4,1
0.698,0.794,0,-3.333,1,0.0483,0.000335,0.605,0.0622,0.861,135.981,224179,4,8
0.708,0.436,7,-5.781,0,0.115,0.529,4.17e-06,0.0769,0.344,113.048,192860,4,3
0.587,0.722,7,-8.332,1,0.0574,0.133,0.00322,0.133,0.294,81.973,198840,4,1
0.761,0.77,1,-6.343,1,0.0333,0.12,0.000218,0.145,0.735,120.026,229837,4,8
0.568,0.727,6,-9.588,0,0.0345,0.0423,2e-05,0.0975,0.501,160.001,219563,4,7
0.778,0.319,11,-10.915,0,0.0824,0.837,0.000787,0.116,0.353,133.084,132080,4,3
0.624,0.914,3,-3.709,1,0.0494,0.0316,1.53e-06,0.109,0.828,133.957,193732,4,8
0.821,0.293,0,-11.825,0,0.133,0.661,0.0,0.235,0.439,131.994,183453,4,3
0.85,0.559,0,-9.652,1,0.0343,0.188,0.0365,0.0976,0.946,118.011,224133,4,8
0.836,0.417,9,-10.507,0,0.0903,0.677,6.26e-06,0.366,0.754,109.985,168360,4,7
0.747,0.487,0,-8.831,0,0.0307,0.219,0.246,0.108,0.454,123.931,282581,4,5
0.523,0.455,2,-8.199,1,0.0496,0.135,0.0,0.12,0.393,99.431,176927,4,8
0.902,0.418,7,-7.415,1,0.0727,0.466,0.00577,0.106,0.589,111.046,179758,4,1
0.735,0.606,8,-9.278,1,0.0519,0.403,0.0292,0.134,0.644,113.09,154588,4,1
0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4,1
0.496,0.863,10,-5.5,1,0.0661,0.0139,1.95e-05,0.175,0.49,155.999,217351,4,2
0.739,0.522,1,-10.876,1,0.0355,0.0174,0.00608,0.199,0.214,110.0,188781,4,8
0.672,0.604,11,-10.04,0,0.0417,0.307,0.000463,0.261,0.526,83.019,194092,4,7
0.785,0.427,0,-10.248,0,0.0476,0.188,5.06e-06,0.3,0.836,96.973,192990,4,5
0.715,0.562,7,-5.571,0,0.0345,0.0695,0.0168,0.0574,0.418,126.032,231273,4,7
0.736,0.461,8,-6.412,1,0.358,0.477,0.00487,0.149,0.486,81.979,188186,4,10
0.643,0.836,7,-6.724,1,0.21,0.117,0.0,0.0791,0.628,147.927,171723,4,1
0.402,0.267,10,-14.641,1,0.0341,0.493,0.00276,0.195,0.238,181.775,221704,3,6
0.787,0.325,8,-10.412,1,0.273,0.323,1.31e-06,0.14,0.414,147.038,178120,4,10
0.601,0.509,11,-9.613,0,0.103,0.572,0.219,0.073,0.557,165.871,234213,4,7
0.709,0.574,1,-7.904,1,0.0452,0.703,0.0286,0.0786,0.404,90.001,180721,4,3
0.551,0.504,6,-6.762,0,0.0316,0.878,0.000307,0.156,0.401,119.883,215178,4,3
0.55,0.545,0,-9.038,1,0.0271,0.398,0.0121,0.436,0.612,120.067,178000,4,8
0.682,0.472,7,-9.806,0,0.0296,0.572,0.88,0.0697,0.297,126.991,164477,4,9
0.659,0.353,1,-15.69,0,0.723,0.984,0.807,0.394,0.438,144.03,298864,4,10
0.629,0.515,10,-10.128,0,0.0785,0.172,0.133,0.144,0.27,191.706,220333,4,7
0.696,0.48,10,-8.178,1,0.0512,0.0991,0.00061,0.109,0.249,115.021,240067,4,1
0.585,0.397,8,-11.083,1,0.0275,0.225,0.0757,0.0782,0.153,96.02,218413,4,3
0.684,0.638,9,-8.279,0,0.0585,0.393,3.5e-06,0.103,0.692,126.959,203240,4,7
0.695,0.526,6,-11.635,1,0.0791,0.708,0.0731,0.266,0.383,140.001,277589,4,3
0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,4,8
0.649,0.536,6,-6.617,1,0.0388,0.347,3.47e-05,0.101,0.194,119.983,228247,4,3
0.845,0.506,7,-7.599,0,0.0362,0.203,0.0111,0.146,0.748,103.973,150700,4,7
0.693,0.547,11,-9.02,0,0.041,0.42,0.141,0.102,0.774,77.968,235507,4,7
0.705,0.724,8,-8.571,0,0.568,0.69,0.0,0.183,0.625,99.785,206400,4,10
0.618,0.857,6,-6.048,0,0.197,0.435,0.000945,0.255,0.717,181.965,204144,4,7
0.589,0.538,6,-11.089,0,0.0379,0.817,0.629,0.12,0.208,98.037,183203,4,3
0.475,0.362,10,-11.304,0,0.108,0.713,0.114,0.148,0.351,123.53,214699,4,3
0.684,0.541,1,-9.219,0,0.0652,0.692,0.612,0.109,0.519,130.014,208972,4,3
0.593,0.576,2,-10.331,1,0.032,0.526,0.718,0.0827,0.559,109.935,310554,4,9
0.672,0.384,7,-11.682,1,0.177,0.811,0.000112,0.111,0.456,77.484,232350,4,3
0.679,0.427,2,-11.273,0,0.0753,0.621,0.564,0.102,0.301,168.103,166345,4,3
0.257,0.215,1,-15.18,1,0.0389,0.876,0.517,0.102,0.181,79.137,181621,3,6
0.578,0.334,4,-14.884,0,0.0901,0.879,1.76e-05,0.0879,0.29,83.934,182889,4,3
0.531,0.546,6,-10.936,0,0.372,0.26,0.00949,0.379,0.7,92.06,162437,4,10
0.638,0.541,6,-9.043,0,0.313,0.522,0.00104,0.128,0.223,103.031,197749,4,10
0.448,0.487,6,-9.667,0,0.0547,0.525,0.000279,0.132,0.232,98.979,256133,4,3
0.6,0.314,4,-9.109,0,0.0351,0.791,0.419,0.0681,0.201,126.948,226147,4,3
0.643,0.779,1,-5.005,0,0.0383,0.0203,5.17e-06,0.127,0.573,85.498,211790,4,5
0.692,0.595,5,-7.858,1,0.0261,0.135,0.201,0.131,0.708,95.992,187089,4,1
0.638,0.487,5,-8.432,0,0.0744,0.899,0.00136,0.111,0.265,78.989,174202,4,3
0.75,0.596,7,-15.529,0,0.0363,0.165,0.757,0.13,0.039,114.013,257500,4,9
0.453,0.507,2,-10.098,1,0.0519,0.241,0.0107,0.16,0.153,134.023,204175,4,3
0.441,0.428,9,-10.694,1,0.0609,0.856,0.000144,0.112,0.15,106.318,216000,4,3
0.574,0.66,7,-8.414,1,0.0437,0.327,0.821,0.146,0.931,170.196,227370,4,9
0.703,0.305,11,-8.751,0,0.0366,0.896,0.000174,0.107,0.186,120.106,172721,4,3
0.703,0.431,8,-10.042,1,0.0694,0.869,0.000859,0.148,0.294,139.839,181741,4,3
0.815,0.442,6,-7.462,0,0.107,0.457,0.0,0.101,0.706,90.019,151508,4,5
0.736,0.35,8,-10.424,1,0.215,0.631,0.000273,0.41,0.303,134.003,174735,4,10
0.741,0.389,1,-10.971,1,0.0615,0.462,0.532,0.103,0.742,90.01,161397,4,8
0.694,0.411,1,-11.421,0,0.261,0.605,0.128,0.091,0.163,132.029,145578,4,10
0.688,0.654,4,-8.521,1,0.0493,0.0203,0.251,0.117,0.59,123.011,250000,4,8
0.644,0.479,2,-11.841,0,0.0674,0.398,0.0276,0.0976,0.143,139.985,199007,4,3
0.55,0.263,4,-12.448,0,0.0448,0.842,4.59e-06,0.167,0.0451,129.853,192019,4,3
0.725,0.688,1,-9.45,1,0.0572,0.391,0.65,0.114,0.638,100.006,245960,4,9
0.658,0.496,0,-9.303,1,0.0484,0.14,0.192,0.184,0.625,82.122,215573,4,8
0.616,0.426,1,-12.58,0,0.0984,0.595,0.334,0.106,0.346,175.985,274139,3,6
0.503,0.227,9,-10.229,1,0.0548,0.85,1.86e-06,0.154,0.445,144.882,239193,3,6
0.389,0.492,2,-11.468,1,0.0387,0.566,0.0419,0.0845,0.346,80.77,263320,3,6
0.52,0.32,11,-12.277,1,0.12,0.829,0.0,0.104,0.171,113.706,203471,5,3
0.684,0.344,0,-8.461,1,0.0313,0.788,0.00259,0.113,0.257,123.004,173083,4,3
0.663,0.338,10,-9.695,0,0.31,0.507,0.0,0.64,0.443,75.098,216760,4,4
0.856,0.301,0,-6.71,1,0.0705,0.196,0.0239,0.11,0.559,94.011,171890,4,8
0.663,0.527,7,-8.345,1,0.0454,0.121,0.661,0.14,0.634,159.983,247055,4,9
0.587,0.294,2,-10.763,0,0.034,0.639,0.0759,0.111,0.393,144.048,151667,4,3
0.641,0.413,2,-13.212,1,0.102,0.0305,0.844,0.183,0.967,101.27,298333,4,9
0.425,0.375,0,-13.693,0,0.0353,0.467,0.525,0.133,0.179,116.99,218727,4,3
0.664,0.358,11,-8.834,0,0.0382,0.349,0.0305,0.107,0.397,62.029,203893,4,3
0.551,0.245,6,-12.735,1,0.0311,0.866,0.165,0.11,0.167,168.023,220000,4,3
0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,160853,4,0
0.619,0.577,2,-15.041,1,0.0473,0.611,0.713,0.096,0.326,124.021,150982,4,3
0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,239987,4,7
0.694,0.362,8,-13.964,1,0.16,0.406,0.0,0.232,0.464,112.739,213973,4,3
0.719,0.658,3,-4.989,0,0.0486,0.537,0.000201,0.115,0.42,92.012,221871,4,5
0.734,0.58,9,-7.826,0,0.0513,0.0796,0.000125,0.195,0.568,92.078,181997,4,7
0.39,0.534,0,-9.575,1,0.0709,0.0807,0.0,0.184,0.244,92.047,198765,4,8
0.647,0.158,7,-13.461,1,0.0705,0.884,0.288,0.0686,0.297,85.928,188080,4,3
0.634,0.524,4,-7.328,0,0.029,0.302,0.000327,0.534,0.415,110.116,226080,4,4
0.436,0.639,7,-6.602,0,0.0268,0.306,0.000444,0.121,0.288,167.933,207987,4,2
0.952,0.433,8,-7.927,1,0.0515,0.199,0.0,0.0796,0.888,104.975,148497,4,1
0.627,0.444,11,-9.221,0,0.0413,0.552,0.314,0.113,0.527,101.926,186642,4,3
0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,102861,4,5
0.308,0.853,11,-4.115,0,0.174,0.012,0.000825,0.277,0.0387,171.964,158774,4,2
0.78,0.743,1,-8.724,1,0.184,0.36,0.0406,0.119,0.607,124.099,137460,4,8
0.896,0.77,9,-6.115,1,0.207,0.0285,0.00037,0.222,0.842,128.037,133973,4,1
0.816,0.588,9,-6.7,0,0.0673,0.0509,0.127,0.247,0.191,124.034,208905,4,7
0.703,0.692,1,-5.748,0,0.0412,0.00469,1.64e-06,0.12,0.491,124.077,141895,4,5
0.86,0.872,4,-5.67,1,0.0695,0.0452,0.197,0.32,0.423,125.078,119394,4,8
0.752,0.771,6,-5.95,1,0.0311,0.00341,1.73e-05,0.0905,0.527,126.02,162213,4,1
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890,4,7
0.843,0.86,6,-4.48,1,0.0593,0.0128,0.924,0.0703,0.527,129.973,135706,4,9
0.641,0.895,1,-3.76,0,0.168,0.0256,0.000299,0.292,0.397,125.031,186480,4,5
0.806,0.565,11,-8.96,0,0.113,0.47,0.0,0.0824,0.311,116.963,195734,4,7
0.66,0.799,9,-6.934,0,0.0719,0.179,0.000364,0.701,0.148,126.08,240445,4,4
0.929,0.605,1,-6.099,1,0.181,0.0762,0.0,0.11,0.755,138.103,128714,4,8
0.798,0.853,0,-5.899,1,0.0679,0.0591,0.000382,0.199,0.448,124.957,143040,4,8
0.942,0.946,8,-3.359,1,0.144,0.0416,0.178,0.198,0.744,120.964,131405,4,1
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4,8
0.588,0.78,11,-6.102,0,0.0432,0.0333,0.193,0.0728,0.201,127.085,221220,4,7
0.621,0.707,0,-7.006,0,0.0605,0.261,0.000106,0.125,0.41,120.238,152000,4,5
0.701,0.753,6,-5.499,0,0.191,0.0159,0.0,0.058,0.378,123.897,158000,4,7
0.703,0.86,0,-5.685,1,0.284,0.0702,0.00255,0.135,0.45,144.016,156120,4,10
0.727,0.835,5,-4.981,0,0.0419,0.179,1.06e-05,0.108,0.408,124.027,151903,4,7
0.66,0.693,1,-6.33,0,0.0364,0.185,1.18e-06,0.719,0.575,125.038,169110,4,4
0.631,0.926,6,-3.236,0,0.0647,0.00419,0.0,0.579,0.607,122.083,158916,4,4
0.761,0.917,8,-4.083,0,0.139,0.00959,0.00848,0.0781,0.782,131.955,151368,4,7
0.883,0.731,6,-4.061,1,0.0468,0.0663,0.0,0.0389,0.888,129.999,156000,4,1
0.723,0.794,8,-5.914,0,0.0478,0.135,0.000463,0.19,0.501,129.958,147417,4,7
0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,169945,4,8
0.807,0.737,0,-4.9,1,0.0716,0.00714,0.000671,0.0844,0.653,126.018,131000,4,8
0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,1
0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,4,1
0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,180620,4,4
0.885,0.77,1,-5.594,0,0.0778,0.195,0.422,0.0983,0.8,124.005,150023,4,5
0.782,0.874,5,-3.57,1,0.0384,0.0027,0.343,0.0766,0.872,125.917,202934,4,1
0.729,0.662,5,-7.191,0,0.337,0.00128,0.208,0.305,0.359,124.149,260907,4,10
0.693,0.924,11,-7.097,0,0.0657,0.017,0.0099,0.0943,0.0967,147.838,339467,4,7
0.487,0.749,2,-8.749,0,0.0371,0.022,0.00324,0.0548,0.542,120.038,217760,4,5
0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038,290933,4,5
0.852,0.864,2,-10.131,1,0.0387,0.0334,0.0239,0.0525,0.603,132.999,226773,4,8
0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,320307,4,7
0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,243160,4,5
0.634,0.934,9,-5.368,0,0.0432,0.0113,0.00418,0.342,0.915,137.984,219600,4,7
0.701,0.868,11,-7.585,0,0.0287,0.0337,0.114,0.291,0.716,141.981,241067,4,7
0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4,9
0.712,0.886,0,-8.233,0,0.0457,0.0117,0.816,0.173,0.593,136.979,214539,4,9
0.763,0.791,10,-11.246,1,0.0357,0.0102,0.0743,0.271,0.603,137.948,281933,4,1
0.708,0.738,4,-9.509,0,0.0422,0.0678,0.0928,0.354,0.545,160.554,300227,4,5
0.709,0.989,9,-4.714,0,0.0866,0.0545,0.26,0.181,0.501,154.907,353827,4,7
0.578,0.631,4,-11.93,0,0.0415,0.0156,0.488,0.0578,0.484,163.883,213240,4,9
0.658,0.963,1,-3.283,0,0.0326,0.00283,2.38e-06,0.951,0.793,134.798,240867,4,4
0.823,0.984,1,-7.88,0,0.0372,0.017,0.000122,0.0523,0.86,137.959,201893,4,5
0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,193880,4,9
0.712,0.785,5,-6.418,0,0.0386,0.00363,6.95e-06,0.0878,0.975,117.643,247002,4,5
0.546,0.993,9,-5.565,0,0.0593,0.00788,0.00119,0.362,0.651,139.887,211040,4,7
0.75,0.791,0,-9.886,0,0.0341,0.107,0.00282,0.0772,0.755,139.871,382360,4,5
0.821,0.833,3,-8.291,0,0.0821,0.0734,0.544,0.0739,0.961,132.975,255547,4,5
0.487,0.994,8,-12.159,1,0.085,0.0107,0.00492,0.969,0.37,160.859,210200,4,4
0.565,0.966,11,-5.038,1,0.0337,0.00226,0.00653,0.285,0.716,141.967,181708,4,1
0.716,0.971,9,-6.61,0,0.055,0.00741,0.0281,0.272,0.965,137.612,195440,4,7
0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467,4,7
0.632,0.947,11,-6.954,1,0.0438,0.0745,5.16e-05,0.343,0.925,138.004,269360,4,1
0.872,0.499,7,-14.135,1,0.0917,0.0179,0.0,0.11,0.514,102.883,247000,4,1
0.707,0.928,7,-6.181,0,0.0438,0.00397,0.23,0.285,0.969,136.027,243267,4,7
0.667,0.999,1,-4.375,0,0.0828,0.0726,4.15e-05,0.238,0.566,149.875,248533,4,5
0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,213394,4,5
0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587,4,7
0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733,4,5
0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,252107,4,8
0.537,0.85,7,-10.314,0,0.0712,0.0957,0.0123,0.113,0.21,163.625,216333,4,2
0.618,0.962,9,-5.974,0,0.0452,0.00407,0.000155,0.0847,0.925,140.004,264600,4,7
0.614,0.874,8,-8.361,0,0.0311,0.00394,0.524,0.121,0.964,137.003,325413,4,7
0.661,0.847,7,-11.855,1,0.0349,0.225,0.835,0.0863,0.71,125.862,253573,4,9
0.631,0.85,0,-6.806,1,0.0436,0.00764,0.0155,0.324,0.512,140.017,236693,4,8
0.693,0.826,6,-10.545,0,0.0316,0.011,4.87e-05,0.121,0.923,137.879,237973,4,7
0.744,0.933,4,-4.875,1,0.0329,0.0027,0.000315,0.114,0.911,145.977,215067,4,8
0.641,0.999,5,-6.396,0,0.0433,0.000618,0.553,0.234,0.305,134.983,197600,4,9
0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,264280,4,9
0.664,0.975,2,-5.612,1,0.0375,0.00511,0.0333,0.0544,0.618,138.094,204440,4,8
0.76,0.87,6,-7.974,0,0.125,0.000657,0.000451,0.0855,0.859,145.952,233240,4,7
0.54,0.852,0,-5.501,1,0.0526,1.74e-05,0.375,0.473,0.214,129.969,221280,4,4
0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0171,0.131,0.94,124.713,240933,4,5
0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,222459,4,1
0.597,0.892,9,-5.79,0,0.0284,0.00346,0.0317,0.069,0.637,134.002,269707,4,7
0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933,4,1
0.742,0.931,1,-6.922,0,0.0348,0.016,0.0143,0.0962,0.855,127.848,229707,4,5
0.656,0.974,8,-7.17,1,0.0384,2.38e-05,0.694,0.0626,0.919,134.278,222427,4,9
0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,202583,4,7
0.663,0.925,9,-6.775,1,0.0449,0.00683,0.703,0.185,0.843,132.687,221160,4,9
0.577,0.872,10,-7.769,0,0.0457,0.00292,0.00827,0.346,0.777,150.066,226933,4,7
0.863,0.781,5,-8.546,0,0.0785,0.0394,0.000292,0.125,0.764,122.938,230760,4,5
0.655,0.933,7,-7.703,1,0.0536,0.00328,0.0358,0.0983,0.472,128.699,239933,4,1
0.598,0.951,8,-8.393,1,0.0321,2.79e-05,0.635,0.32,0.354,138.976,187667,4,9
0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053,4,1
0.628,0.994,9,-4.352,0,0.0357,0.000461,0.47,0.0675,0.838,134.061,245813,4,7
0.793,0.588,9,-8.346,0,0.0435,0.28,0.0,0.317,0.38,130.039,238200,4,7
0.59,0.994,8,-8.355,1,0.0724,0.138,0.519,0.0989,0.309,150.066,236907,4,9
0.706,0.926,9,-3.192,0,0.127,0.00135,0.0,0.261,0.389,134.981,218778,4,7
0.785,0.99,3,-3.527,1,0.0317,0.00313,0.0012,0.0863,0.97,137.999,208280,4,8
0.746,0.808,1,-8.929,1,0.0375,0.0218,0.714,0.0438,0.754,126.946,318760,4,9
0.816,1.0,7,-5.739,0,0.0644,0.03,0.852,0.36,0.542,137.974,214867,4,9
0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.985,238160,4,7
0.573,0.981,11,-7.634,1,0.0674,0.0034,0.755,0.34,0.0642,141.168,208040,4,9
0.664,0.93,7,-4.396,1,0.0341,0.027,0.00196,0.232,0.854,145.383,212893,4,1
0.426,0.225,8,-12.422,1,0.0291,0.823,0.367,0.11,0.0643,104.506,232204,4,3
0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4,2
0.725,0.885,10,-3.529,1,0.0522,0.424,0.0,0.0592,0.875,124.595,202000,4,1
0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,4,1
0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387,4,9
0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4,2
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,8
0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,4,3
0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4,5
0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4,4
0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3,6
0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4,5
0.564,0.865,2,-7.384,1,0.121,0.000583,0.0,0.056,0.726,183.052,198173,4,2
0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,4,2
0.862,0.671,4,-6.576,0,0.0995,0.258,0.00274,0.0744,0.82,115.952,237053,4,5
0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,249987,4,2
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4,8
0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,2
0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,253667,4,2
0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,7
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,2
0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,4
0.264,0.8,0,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,279667,4,2
0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,209573,4,2
0.597,0.895,3,-4.313,1,0.246,0.00856,0.0,0.154,0.273,139.83,283653,4,2
0.358,0.795,2,-7.169,0,0.0892,0.128,0.0,0.296,0.406,161.358,252600,4,2
0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374,271240,4,8
0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4,2
0.375,0.93,11,-5.212,0,0.071,0.00252,5.41e-05,0.0826,0.611,164.217,154213,4,2
0.578,0.882,7,-6.354,1,0.044,0.000121,0.479,0.284,0.623,125.603,186533,4,1
0.71,0.811,3,-4.079,1,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,199200,4,8
0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,218827,4,7
0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040,4,1
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4,7
0.495,0.948,9,-3.295,0,0.0527,9.8e-06,1.94e-06,0.0891,0.418,90.021,223667,4,7
0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4,10
0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4,8
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4,2
0.738,0.809,11,-4.368,0,0.026,0.0964,0.00918,0.18,0.906,107.233,225707,4,7
0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,252200,4,1
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4,5
0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,272027,4,2
0.307,0.865,2,-5.647,0,0.074,0.0379,3.37e-05,0.151,0.126,134.464,300360,4,2
0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,4,8
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4,2
0.619,0.522,4,-15.593,0,0.102,0.282,0.00476,0.267,0.37,142.94,348333,4,3
0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4,8
0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,4,5
0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4,9
0.637,0.658,2,-5.775,1,0.0291,0.00918,0.00229,0.295,0.328,96.072,264267,4,8
0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4,3
0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720,4,1
0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4,8
0.642,0.766,2,-6.82,0,0.0401,0.0407,0.000103,0.0593,0.593,134.185,504333,4,5
0.395,0.764,10,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,169947,4,2
0.669,0.636,1,-5.676,1,0.0307,0.00385,4.98e-05,0.142,0.341,112.1,199320,4,8
0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4,2
0.551,0.86,8,-5.13,0,0.0303,0.000441,0.00442,0.0807,0.594,128.873,200787,4,7
0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,4,7
0.645,0.948,0,-6.614,1,0.0664,0.00527,0.0,0.33,0.369,111.571,187560,4,8
0.419,0.977,1,-1.27,1,0.0416,0.00144,5.31e-06,0.0598,0.8,195.001,174387,4,2
0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4,2
0.485,0.739,9,-5.963,1,0.0478,5.7e-05,0.362,0.44,0.466,145.064,227741,4,4
0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,9
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,2
0.656,0.869,11,-7.419,1,0.0406,0.0121,0.00331,0.347,0.656,104.178,220053,4,1
0.469,0.725,1,-5.058,1,0.0356,0.00353,0.0,0.0983,0.835,142.34,169067,4,8
0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387,4,2
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4,7
0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4,7
0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,196467,4,3
0.522,0.965,7,-3.39,0,0.123,0.00033,1.71e-06,0.151,0.554,156.987,193973,4,2
0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4,5
0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,4,7
