danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Clusters
0.602,0.572,5,-7.361,1,0.0518,0.285,0.0,0.0855,0.313,174.043,215440,4,2
0.779,0.822,5,-3.075,0,0.133,0.104,0.000339,0.088,0.608,174.046,168871,4,7
0.518,0.591,10,-8.821,1,0.39,0.322,0.0,0.118,0.633,108.419,204989,3,10
0.787,0.624,5,-4.156,0,0.137,0.103,0.0,0.172,0.767,93.063,177656,4,5
0.785,0.701,11,-4.555,0,0.261,0.0903,0.000333,0.075,0.547,175.972,236015,4,10
0.847,0.765,9,-6.065,1,0.316,0.293,0.0,0.259,0.654,97.985,337107,4,10
0.783,0.673,5,-6.198,1,0.0959,0.166,1.98e-05,0.104,0.813,169.972,310588,4,1
0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,4,8
0.803,0.605,10,-5.573,1,0.171,0.527,0.00273,0.0895,0.683,167.926,166655,4,1
0.726,0.697,0,-3.941,1,0.0723,0.215,6.99e-05,0.206,0.515,171.977,201427,4,8
0.738,0.668,7,-5.216,1,0.114,0.525,2.86e-06,0.349,0.605,175.957,212930,4,1
0.73,0.719,10,-4.648,0,0.0597,0.0273,0.0,0.117,0.684,87.984,216407,4,7
0.762,0.761,0,-4.124,1,0.0382,0.121,1.43e-06,0.287,0.544,91.997,275217,4,8
0.79,0.766,6,-3.497,0,0.111,0.324,0.0,0.0832,0.825,82.026,226010,4,5
0.864,0.574,4,-4.374,1,0.182,0.271,0.000116,0.0636,0.717,88.026,198160,4,8
0.778,0.611,7,-4.355,1,0.216,0.0687,0.0,0.14,0.623,178.047,177020,4,10
0.818,0.648,2,-3.847,0,0.131,0.0166,1.01e-05,0.177,0.713,92.019,196727,4,5
0.558,0.69,6,-5.101,1,0.122,0.132,0.0,0.126,0.43,90.091,186400,4,1
0.819,0.782,6,-2.728,0,0.0632,0.0136,0.00578,0.0569,0.701,111.963,185086,5,7
0.723,0.87,1,-2.152,0,0.0497,0.0215,3.68e-06,0.148,0.659,106.901,209333,4,5
0.794,0.739,11,-3.758,1,0.0587,0.184,0.0,0.266,0.448,95.046,250841,4,1
0.765,0.834,11,-3.504,0,0.093,0.166,0.0,0.441,0.739,167.979,188680,4,7
0.764,0.847,10,-4.922,1,0.0518,0.0301,0.00246,0.166,0.961,95.02,163709,4,1
0.715,0.812,11,-5.488,0,0.279,0.0315,0.0,0.0914,0.462,169.917,162000,4,10
0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,142500,4,1
0.826,0.618,10,-4.848,0,0.106,0.167,0.0,0.114,0.537,87.958,212000,4,7
0.609,0.814,7,-4.964,1,0.261,0.0198,1.53e-06,0.0796,0.709,89.534,139855,4,10
0.726,0.778,1,-4.541,1,0.0974,0.151,0.0,0.156,0.725,175.889,285747,4,8
0.518,0.799,8,-4.316,1,0.123,0.0146,0.000189,0.787,0.882,92.02,206277,4,4
0.798,0.624,8,-6.414,0,0.207,0.0174,0.000107,0.113,0.655,178.055,180674,4,7
0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4,5
0.739,0.672,8,-4.127,0,0.174,0.0897,0.0,0.104,0.739,179.78,178080,4,7
0.81,0.643,10,-6.102,0,0.132,0.19,0.0,0.271,0.645,91.995,229565,4,7
0.827,0.819,6,-3.701,1,0.052,0.1,0.0,0.089,0.562,92.017,191087,4,1
0.848,0.673,11,-4.034,0,0.058,0.0147,0.00652,0.102,0.39,93.987,199149,4,7
0.822,0.719,10,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,225366,4,7
0.745,0.741,8,-4.271,1,0.108,0.147,0.0,0.107,0.435,92.015,221200,4,1
0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347,4,8
0.789,0.71,5,-6.165,0,0.0681,0.128,0.0,0.112,0.188,138.033,183187,4,7
0.766,0.485,4,-8.343,0,0.237,0.111,0.0,0.436,0.289,140.055,134908,4,10
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,2
0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,142657,4,1
0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4,10
0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4,10
0.936,0.497,1,-7.185,1,0.41,0.0324,0.0,0.111,0.364,138.016,146732,4,10
0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,213976,4,10
0.711,0.686,5,-6.409,0,0.271,0.0355,0.0,0.124,0.536,146.971,173187,4,10
0.642,0.787,5,-6.389,0,0.17,0.0185,0.0,0.288,0.406,146.733,130897,4,7
0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4,10
0.786,0.637,2,-6.608,1,0.338,0.037,0.0,0.316,0.426,79.986,231085,4,10
0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4,10
0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4,10
0.847,0.358,1,-8.274,1,0.473,0.00179,0.0,0.111,0.218,163.979,216415,4,10
0.774,0.551,1,-5.862,1,0.0854,0.0334,0.0,0.109,0.0858,137.932,160034,4,8
0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,236187,4,1
0.706,0.637,1,-7.261,1,0.35,0.187,0.0,0.199,0.289,76.062,181540,4,10
0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,200471,4,10
0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4,7
0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4,10
0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4,1
0.697,0.734,11,-5.656,1,0.267,0.0178,0.000102,0.332,0.408,167.949,154409,4,10
0.824,0.583,1,-6.537,1,0.147,0.00253,0.0,0.266,0.154,147.496,235501,4,8
0.664,0.559,6,-7.568,0,0.075,0.139,0.0,0.303,0.548,153.95,149611,4,7
0.744,0.608,2,-6.386,1,0.0442,0.0295,0.0,0.397,0.0692,130.045,221538,4,8
0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4,8
0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4,4
0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,309327,4,10
0.734,0.698,2,-5.555,1,0.0908,0.0271,0.0,0.355,0.338,140.948,237905,4,8
0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4,5
0.73,0.738,5,-3.664,0,0.176,0.272,0.0,0.125,0.788,127.014,170254,4,5
0.768,0.595,2,-6.35,1,0.264,0.244,0.0,0.159,0.52,82.654,138187,4,10
0.817,0.625,2,-6.103,1,0.217,0.0251,1.18e-06,0.223,0.379,101.028,237624,4,10
0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,148817,4,10
0.821,0.897,1,-3.624,1,0.129,0.091,3.44e-06,0.106,0.354,154.985,171827,4,8
0.732,0.672,10,-8.462,0,0.148,0.0642,0.0,0.121,0.16,137.03,140601,4,7
0.702,0.639,0,-7.301,0,0.333,0.00958,0.0,0.161,0.55,172.919,178948,4,10
0.957,0.528,7,-6.025,0,0.128,0.162,1.3e-06,0.615,0.687,130.001,147692,4,4
0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950,4,8
0.557,0.843,7,-4.519,1,0.0875,0.00132,0.0,0.109,0.811,129.511,232787,4,1
0.971,0.851,11,-5.586,0,0.269,0.0344,0.0,0.092,0.81,120.008,143325,4,10
0.645,0.671,10,-7.208,0,0.0459,0.0597,8e-06,0.11,0.365,82.546,169661,4,7
0.727,0.616,8,-8.487,1,0.338,0.542,4.47e-06,0.482,0.392,140.014,291612,4,10
0.787,0.522,8,-5.872,1,0.463,0.0668,0.0,0.108,0.666,170.439,163765,4,10
0.73,0.785,9,-7.986,0,0.243,0.105,0.0,0.0445,0.596,82.037,215120,4,7
0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,216136,4,1
0.714,0.631,0,-6.824,0,0.0389,0.245,0.0105,0.137,0.482,150.037,117096,4,5
0.639,0.518,7,-13.892,0,0.312,0.108,0.0,0.307,0.497,145.058,165517,4,10
0.656,0.597,7,-7.745,1,0.298,0.0861,0.0,0.122,0.277,91.956,180000,4,10
0.728,0.82,11,-6.198,0,0.031,0.00898,0.000216,0.176,0.652,124.001,164577,4,7
0.743,0.644,10,-10.437,0,0.0376,0.112,0.262,0.149,0.888,119.043,174725,4,7
0.801,0.718,2,-7.357,1,0.0421,0.0932,0.0331,0.186,0.758,122.994,181747,4,8
0.775,0.453,1,-8.345,1,0.08,0.706,9.29e-06,0.0938,0.625,125.009,161960,4,8
0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,269333,4,3
0.75,0.819,10,-6.6,0,0.151,0.0674,0.000979,0.308,0.614,116.054,259173,4,7
0.812,0.942,0,-3.991,1,0.057,0.15,0.0573,0.0676,0.864,126.004,158400,4,8
0.944,0.412,1,-11.332,0,0.0482,0.355,0.227,0.0933,0.954,131.021,172254,4,5
0.811,0.452,7,-8.676,1,0.115,0.162,0.00305,0.12,0.556,121.058,199006,4,1
0.627,0.806,1,-6.153,0,0.0379,0.0586,0.0504,0.556,0.413,114.022,188694,4,4
0.664,0.477,0,-10.53,1,0.0551,0.394,4.15e-05,0.136,0.273,100.046,223000,4,3
0.677,0.872,11,-4.735,1,0.0476,0.00691,1.16e-06,0.0877,0.612,151.983,162756,4,1
0.688,0.615,2,-7.405,0,0.0391,0.00895,0.169,0.117,0.767,143.991,205417,4,5
0.732,0.731,10,-7.939,1,0.0346,0.27,3.27e-05,0.104,0.698,105.012,166526,4,1
0.695,0.876,5,-5.994,0,0.042,0.0366,0.0896,0.954,0.863,130.037,182040,4,4
0.74,0.503,1,-11.347,1,0.0522,0.0898,0.0665,0.118,0.548,118.026,250521,4,8
0.776,0.46,7,-7.235,1,0.0387,0.659,3.78e-06,0.178,0.644,90.005,193013,4,1
0.756,0.498,6,-8.808,0,0.0866,0.524,0.0342,0.101,0.526,96.104,147653,4,5
0.5,0.844,2,-5.416,1,0.0442,0.00672,1.52e-05,0.0654,0.598,191.037,185829,4,2
0.938,0.485,8,-10.347,1,0.0723,0.493,0.0193,0.16,0.567,120.017,159455,4,1
0.875,0.551,8,-10.377,0,0.0416,0.0171,0.176,0.16,0.82,123.007,204878,4,7
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,1
0.72,0.753,9,-5.827,0,0.101,0.118,0.54,0.232,0.489,178.162,129600,4,7
0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,135581,4,5
0.895,0.49,11,-8.458,1,0.0451,0.383,5.69e-06,0.0661,0.781,115.07,182936,4,1
0.852,0.729,0,-9.469,1,0.0408,0.0842,0.0128,0.126,0.945,112.004,213693,4,8
0.758,0.564,4,-9.599,0,0.0443,0.315,0.415,0.148,0.713,88.981,187191,4,5
0.684,0.813,0,-4.562,1,0.0442,0.00836,0.0392,0.0634,0.79,123.038,266614,4,8
0.646,0.525,5,-9.488,1,0.0893,0.629,0.0227,0.106,0.385,74.481,336507,4,3
0.657,0.879,0,-4.91,0,0.0741,0.0688,0.776,0.0799,0.901,106.016,220726,4,5
0.724,0.603,10,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,240880,4,7
0.728,0.753,1,-5.09,0,0.0386,0.0168,0.0,0.125,0.829,101.053,184707,4,5
0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4,1
0.808,0.511,2,-10.028,0,0.0341,0.218,0.00344,0.505,0.56,114.953,175375,4,4
0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,194693,4,1
0.82,0.767,0,-10.248,0,0.0782,0.27,0.306,0.072,0.742,109.982,198576,4,5
0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,195191,4,1
0.79,0.744,9,-7.033,0,0.0294,0.287,0.000934,0.0909,0.798,123.984,174348,4,7
0.642,0.688,6,-9.484,0,0.0407,0.0388,0.0355,0.179,0.655,92.997,171773,4,5
0.75,0.86,10,-4.171,1,0.0297,0.0604,0.000155,0.0959,0.786,115.08,163328,4,1
0.683,0.818,2,-3.061,1,0.0332,0.019,2.42e-05,0.0807,0.965,140.019,183440,4,8
0.888,0.54,1,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,193165,4,5
0.648,0.783,9,-5.229,0,0.0344,0.0132,0.0183,0.0896,0.799,124.109,201994,4,7
0.764,0.772,2,-6.728,1,0.0413,0.176,0.403,0.105,0.748,117.995,181777,4,8
0.834,0.729,0,-7.516,1,0.072,0.701,0.0574,0.16,0.571,99.995,215308,4,8
0.699,0.573,5,-9.042,1,0.0431,0.543,0.145,0.196,0.565,81.024,222936,4,3
0.705,0.782,1,-6.284,0,0.0377,0.672,0.00496,0.138,0.963,90.997,237533,4,5
0.755,0.771,7,-7.138,1,0.0415,0.0655,0.00236,0.0608,0.692,121.984,209960,4,1
0.583,0.408,0,-12.924,0,0.0263,0.927,0.938,0.1,0.358,95.001,181800,4,0
0.688,0.695,2,-10.024,1,0.0356,0.0866,0.17,0.131,0.409,112.032,212751,4,8
0.723,0.739,6,-5.554,1,0.0405,0.349,0.000129,0.0745,0.611,106.005,243533,4,1
0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,262798,4,5
0.596,0.803,5,-6.23,0,0.0285,0.000164,0.00492,0.269,0.524,150.014,197691,4,7
0.632,0.372,6,-12.723,1,0.0403,0.53,0.806,0.117,0.278,81.012,203500,4,3
0.693,0.802,9,-7.487,0,0.0372,0.0507,0.0,0.502,0.803,104.0,245677,4,4
0.731,0.654,0,-5.471,1,0.131,0.15,0.0,0.108,0.619,82.522,154452,4,8
0.417,0.938,4,-6.703,1,0.0526,0.00016,0.448,0.165,0.756,169.999,237925,4,2
0.636,0.788,5,-9.177,0,0.0432,0.0897,0.0,0.286,0.701,125.0,162608,4,5
0.56,0.883,0,-4.273,1,0.0762,0.00904,0.0,0.904,0.751,102.011,192649,4,4
0.69,0.595,7,-12.155,1,0.0341,0.123,0.0244,0.216,0.62,132.004,215679,4,1
0.541,0.904,0,-4.595,1,0.0398,0.0199,0.7,0.195,0.832,162.003,224396,4,9
0.705,0.765,0,-8.246,1,0.0772,0.304,0.000766,0.138,0.714,101.988,268235,4,8
0.692,0.708,10,-7.2,1,0.037,0.478,0.00051,0.0706,0.964,87.985,219336,4,1
0.721,0.701,2,-5.941,1,0.0306,0.000927,0.026,0.234,0.892,130.091,140080,3,8
0.748,0.473,10,-7.181,0,0.0379,0.097,2.54e-06,0.087,0.336,67.502,238937,4,7
0.605,0.681,8,-6.416,1,0.0469,0.00109,3.73e-06,0.221,0.62,157.99,181800,4,1
0.589,0.879,8,-5.316,1,0.0338,0.102,0.00518,0.0505,0.871,160.013,202310,4,1
0.646,0.839,2,-6.511,1,0.0479,0.202,0.0166,0.0703,0.841,172.01,195653,4,8
0.587,0.949,5,-4.182,0,0.122,0.00939,0.00268,0.413,0.942,106.209,274716,4,4
0.482,0.866,7,-4.534,1,0.0293,0.000368,0.116,0.247,0.372,147.994,187364,4,2
0.731,0.636,0,-6.845,1,0.0314,0.00295,0.00059,0.196,0.703,122.996,183943,4,8
0.806,0.519,0,-11.925,1,0.0374,0.299,0.794,0.117,0.723,130.017,185077,4,9
0.475,0.891,7,-6.048,1,0.0379,0.0204,0.00383,0.278,0.678,143.522,173240,4,2
0.729,0.628,7,-5.127,1,0.0323,0.0896,0.0303,0.0956,0.826,110.011,234493,4,1
0.714,0.947,2,-4.539,0,0.041,0.016,0.000887,0.177,0.89,114.507,221135,4,5
0.557,0.863,0,-5.321,0,0.0391,0.104,0.0,0.697,0.373,105.362,187587,4,4
0.754,0.678,8,-8.359,1,0.0342,0.593,7.04e-05,0.117,0.932,120.057,148668,4,1
0.681,0.769,9,-6.055,1,0.0382,0.0408,0.0,0.105,0.798,127.001,215610,4,1
0.723,0.729,4,-5.225,1,0.0652,0.0656,7.5e-06,0.11,0.833,81.003,164120,4,8
0.688,0.703,2,-5.868,1,0.0289,0.0271,0.000353,0.278,0.428,119.981,226584,4,8
0.802,0.565,8,-7.588,1,0.0289,0.217,0.0476,0.057,0.93,112.001,228093,4,1
0.569,0.861,10,-6.818,0,0.0461,0.0134,0.0011,0.201,0.852,158.892,158760,4,7
0.652,0.909,1,-4.061,1,0.0712,0.00947,0.00431,0.092,0.888,123.815,336439,4,8
0.685,0.919,6,-5.132,1,0.0632,0.00372,0.00194,0.0746,0.899,140.021,196560,4,1
0.78,0.845,1,-4.896,1,0.082,0.244,0.000573,0.0729,0.629,96.957,236120,4,8
0.911,0.506,4,-5.098,0,0.0526,0.00857,0.00856,0.113,0.859,116.979,216627,4,5
0.716,0.713,0,-9.392,1,0.0304,0.438,0.265,0.101,0.916,144.964,210267,4,8
0.965,0.579,5,-5.54,0,0.0373,0.353,0.00147,0.317,0.782,111.036,198511,4,5
0.788,0.732,0,-9.201,1,0.0391,0.0651,0.0123,0.0753,0.726,120.989,227208,4,8
0.623,0.733,7,-7.005,0,0.0382,0.0154,0.203,0.0689,0.489,130.001,213419,4,7
0.733,0.728,3,-6.585,1,0.0541,0.464,5.5e-06,0.158,0.688,117.934,175529,4,8
0.657,0.574,7,-10.766,0,0.0482,0.358,0.628,0.0971,0.159,130.146,258026,3,6
0.565,0.828,2,-5.069,1,0.0263,0.000895,8.68e-05,0.106,0.755,132.994,197493,4,8
0.732,0.657,1,-4.628,0,0.0505,0.00396,0.00072,0.121,0.903,122.039,175154,4,5
0.875,0.483,6,-9.275,0,0.0917,0.199,0.0112,0.151,0.443,105.023,232447,4,5
0.471,0.602,2,-7.302,1,0.132,0.705,5.73e-06,0.0936,0.573,118.193,277908,4,3
0.639,0.925,0,-2.884,1,0.061,0.0266,0.000187,0.721,0.652,110.001,224519,4,4
0.684,0.749,7,-6.565,1,0.06,0.00135,0.111,0.141,0.935,160.021,196905,4,1
0.78,0.918,2,-4.697,1,0.137,0.00715,0.0729,0.151,0.693,109.99,217557,4,8
0.53,0.766,9,-8.003,1,0.0485,0.0307,2.11e-06,0.558,0.625,110.036,216580,4,4
0.632,0.861,9,-3.472,0,0.0365,0.0766,0.0,0.327,0.714,108.004,217137,4,7
0.785,0.927,2,-6.438,1,0.0776,0.339,0.0135,0.0606,0.963,161.029,189068,3,8
0.709,0.872,2,-8.255,1,0.04,0.146,0.851,0.0926,0.518,133.073,200889,4,9
0.549,0.845,0,-4.931,1,0.0265,0.000156,1.58e-05,0.378,0.503,106.963,219867,4,8
0.709,0.606,10,-7.329,0,0.0289,0.171,0.192,0.149,0.621,115.965,250703,4,7
0.696,0.663,3,-6.537,1,0.0556,0.39,1.38e-05,0.122,0.751,128.099,157818,4,8
0.546,0.667,10,-7.257,1,0.0534,0.338,0.00492,0.407,0.514,127.693,189844,4,1
0.717,0.51,6,-8.225,1,0.0462,0.755,0.105,0.25,0.831,142.01,260149,4,1
0.392,0.405,2,-13.082,1,0.109,0.0925,0.0716,0.108,0.126,84.052,242143,4,3
0.713,0.392,3,-10.871,1,0.0391,0.745,0.000953,0.181,0.167,117.881,188440,4,3
0.595,0.867,11,-3.874,0,0.0431,0.0305,0.000846,0.0753,0.409,114.001,232445,4,7
0.586,0.801,2,-6.562,1,0.0302,0.00127,9.82e-06,0.594,0.604,87.01,167787,4,4
0.793,0.436,1,-10.568,1,0.0302,0.648,0.13,0.109,0.422,119.986,227000,4,3
0.206,0.793,2,-4.819,1,0.0584,0.0153,0.209,0.511,0.273,144.014,124131,4,2
0.767,0.434,9,-6.957,1,0.0458,0.441,0.000733,0.123,0.873,97.979,211455,4,1
0.731,0.791,1,-5.025,1,0.0316,0.546,0.00838,0.0645,0.74,118.025,229982,4,8
0.451,0.212,5,-10.246,1,0.03,0.95,0.0,0.0654,0.266,76.442,192554,4,3
0.669,0.642,6,-11.0,0,0.0347,0.539,0.362,0.102,0.763,128.005,226933,4,5
0.711,0.522,8,-8.389,1,0.0526,0.695,0.388,0.112,0.454,122.009,223464,4,3
0.428,0.294,10,-14.382,1,0.0467,0.851,0.00853,0.367,0.461,118.273,212703,4,3
0.793,0.513,10,-5.72,0,0.0331,0.00156,0.00974,0.0898,0.695,111.995,212347,4,7
0.648,0.51,10,-9.521,0,0.0344,0.795,0.00413,0.151,0.169,119.907,229474,4,3
0.573,0.738,5,-6.884,0,0.0544,0.00118,1.96e-05,0.164,0.751,102.998,114834,4,5
0.553,0.494,2,-12.001,1,0.0321,0.645,0.000654,0.125,0.669,75.035,213557,4,3
0.726,0.507,10,-11.652,0,0.0577,0.249,2.59e-05,0.0753,0.321,104.991,181950,4,7
0.564,0.781,6,-8.051,1,0.0623,0.0373,0.0593,0.363,0.649,170.224,205182,4,2
0.37,0.31,8,-8.796,1,0.0256,0.688,0.000372,0.124,0.0615,132.399,228803,3,6
0.565,0.788,8,-5.395,1,0.0317,0.000341,0.00162,0.15,0.533,100.955,188693,4,1
0.471,0.243,2,-10.592,1,0.0299,0.89,0.000963,0.109,0.233,111.469,293267,3,6
0.557,0.867,7,-7.997,0,0.146,0.113,0.00027,0.46,0.311,130.031,348924,4,4
0.749,0.865,2,-6.771,1,0.0577,0.558,0.00114,0.116,0.666,137.051,252372,4,8
0.601,0.477,1,-7.101,0,0.043,0.062,1.77e-06,0.517,0.396,149.961,189421,4,4
0.628,0.663,9,-6.924,1,0.0527,0.0847,0.853,0.583,0.571,137.883,165656,4,4
0.742,0.724,7,-4.066,1,0.0326,0.0555,0.0,0.0346,0.945,117.965,210893,4,1
0.712,0.476,4,-9.578,1,0.0328,0.39,0.000159,0.0735,0.31,116.895,262871,4,3
0.384,0.623,2,-8.022,0,0.0282,0.104,0.207,0.127,0.458,77.067,310840,4,5
0.643,0.789,11,-4.807,0,0.11,0.00627,1.44e-06,0.373,0.534,123.028,219985,4,7
0.308,0.402,1,-8.791,1,0.0414,0.548,7.7e-06,0.0997,0.103,180.102,212256,3,6
0.407,0.897,1,-4.595,1,0.127,8.43e-05,0.000266,0.33,0.422,171.894,150511,4,2
0.741,0.913,2,-3.34,0,0.0465,0.00343,0.103,0.325,0.643,120.012,213750,4,5
0.57,0.865,5,-2.291,1,0.048,0.0117,0.0,0.182,0.752,159.966,185944,4,2
0.623,0.728,11,-4.389,0,0.0258,0.0617,0.0,0.192,0.674,116.032,219405,4,7
0.358,0.423,8,-5.51,1,0.0419,0.914,3.05e-06,0.161,0.212,169.328,190147,4,3
0.623,0.354,9,-11.988,0,0.0394,0.948,0.0052,0.0998,0.358,104.32,207389,3,6
0.724,0.729,8,-6.45,1,0.0405,0.209,0.0118,0.107,0.122,123.964,268159,4,1
0.717,0.503,2,-11.606,0,0.0254,0.572,0.0765,0.146,0.496,109.056,178349,4,3
0.511,0.766,4,-3.178,1,0.074,0.0104,0.00479,0.39,0.603,160.866,159129,4,2
0.764,0.83,9,-6.124,0,0.028,0.605,0.00538,0.141,0.708,113.011,238393,4,7
0.679,0.481,10,-8.413,1,0.0274,0.239,0.000124,0.0922,0.647,112.001,273349,4,1
0.625,0.752,7,-4.23,1,0.0297,0.0326,0.000347,0.131,0.74,115.029,230353,4,1
0.627,0.684,0,-5.456,1,0.0362,0.00215,0.000728,0.146,0.711,133.956,184253,4,8
0.208,0.823,11,-5.448,0,0.0654,0.0562,0.0,0.799,0.707,179.331,164667,4,4
0.665,0.512,1,-11.707,0,0.0721,0.191,0.033,0.133,0.185,92.019,279980,4,3
0.662,0.51,5,-9.224,1,0.0362,0.448,0.0,0.109,0.516,115.054,263994,4,3
0.673,0.471,10,-6.474,1,0.034,0.503,0.0,0.109,0.523,89.994,172192,4,1
0.672,0.707,1,-7.88,1,0.0308,0.116,0.00902,0.144,0.817,148.026,215708,4,8
0.816,0.676,4,-6.436,0,0.0546,0.0346,1.01e-06,0.272,0.482,122.036,151000,4,5
0.801,0.271,4,-14.565,1,0.0348,0.755,0.0677,0.116,0.384,117.016,182880,4,3
0.318,0.647,11,-8.319,1,0.0285,0.000213,0.136,0.101,0.572,144.862,289365,4,2
0.698,0.581,11,-10.053,0,0.0432,0.158,0.00114,0.11,0.315,146.963,217800,4,7
0.355,0.322,5,-9.864,1,0.03,0.852,0.00326,0.111,0.245,77.657,301480,4,3
0.476,0.826,1,-6.254,1,0.0336,0.00116,0.798,0.193,0.785,130.091,216808,4,9
0.704,0.739,11,-7.604,0,0.0332,0.0522,0.01,0.309,0.965,104.99,195323,4,7
0.219,0.288,2,-13.709,0,0.0501,0.741,0.00295,0.946,0.119,70.045,288000,3,6
0.697,0.805,9,-5.962,1,0.0583,0.0603,0.000304,0.296,0.73,106.911,200995,4,1
0.656,0.874,2,-4.557,1,0.0703,0.000989,0.00814,0.346,0.963,144.952,148672,4,8
0.824,0.618,5,-5.435,0,0.0656,0.0132,0.0,0.0872,0.676,120.028,243236,4,5
0.684,0.474,6,-7.682,0,0.0328,0.505,0.0,0.129,0.24,140.094,241191,4,3
0.401,0.434,7,-10.601,1,0.0298,0.701,8.92e-05,0.186,0.668,169.772,202000,4,3
0.661,0.451,0,-12.147,0,0.0533,0.632,0.13,0.406,0.289,144.924,270023,4,3
0.573,0.806,10,-6.001,1,0.0538,0.0109,0.00955,0.547,0.823,74.984,185600,4,4
0.626,0.705,6,-8.13,1,0.0756,0.0281,5.49e-06,0.112,0.285,126.058,170081,4,1
0.629,0.774,2,-3.584,1,0.026,0.0207,2.9e-06,0.263,0.633,110.01,235061,4,8
0.627,0.718,0,-7.336,1,0.0322,0.296,0.0652,0.0479,0.685,119.827,278467,4,8
0.56,0.547,7,-9.769,1,0.031,0.522,0.603,0.147,0.0997,112.079,277591,4,3
0.366,0.862,9,-5.658,1,0.0616,0.108,0.00135,0.119,0.761,192.689,178000,4,2
0.709,0.489,5,-8.088,0,0.0563,0.749,3.25e-05,0.107,0.72,145.941,195394,4,5
0.672,0.568,7,-9.019,1,0.0269,0.0144,0.744,0.0788,0.359,123.016,243114,4,9
0.543,0.861,0,-6.077,1,0.0539,0.00387,1.61e-05,0.222,0.401,144.028,169376,4,2
0.567,0.925,4,-4.262,1,0.0416,0.0109,0.00562,0.696,0.844,81.031,192707,4,4
0.837,0.543,10,-9.567,1,0.0378,0.313,0.00149,0.221,0.63,123.026,173311,4,1
0.626,0.823,7,-4.79,0,0.035,0.00467,0.865,0.143,0.89,110.006,226500,4,9
0.732,0.302,6,-10.546,1,0.0659,0.773,0.253,0.0941,0.441,116.024,171139,4,3
0.551,0.646,6,-7.653,1,0.0288,0.093,0.211,0.0911,0.389,139.994,168515,4,2
0.732,0.515,6,-8.158,1,0.0275,0.22,8.66e-05,0.154,0.683,107.009,211136,4,1
0.638,0.639,3,-8.341,1,0.0572,0.0735,0.00143,0.0601,0.759,139.996,197563,4,8
0.701,0.89,7,-4.375,1,0.0669,0.175,0.00193,0.0905,0.617,119.689,192536,4,1
0.616,0.545,11,-9.34,0,0.0493,0.0528,0.00646,0.133,0.395,94.034,200093,4,7
